Fecha Inicio;24/01/2025;;;;;;;;
Fecha Fin;31/01/2025;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
COD_ART;NOM_ART;Cj/H;M_Vta -15;Disponible;Calidad;Stock Externo;cajas_hora;stock_total;demanda_diaria;cajas_necesarias;cajas_a_producir;horas_necesarias
401871;Bollo;182.74111;;0.0;0.0;;182.74111;0.0;0.0;0.0;365.48222;2.0
453223;Panecillo 100% Integral;102.00064;;0.0;0.0;;102.00064;0.0;0.0;0.0;204.00128;2.0
436001;Rombito Rústico;267.6923;;0.0;0.0;;267.6923;0.0;0.0;0.0;535.3846;2.0
432421;Bollo Easy;149.60847;31.0;31.0;1.0;;149.60847;32.0;2.066666666666667;0.0;299.21694;2.0
432311;Pepito con Salvado Sin Sal Añadida Easy;166.21039;20.8;31.0;1.0;;166.21039;32.0;1.3866666666666667;0.0;332.42078;2.0
432211;Pepito con Salvado Easy;166.21578;63.0;31.0;1.0;;166.21578;32.0;4.2;0.0;332.43156;2.0
432111;Pepito Sin Sal Añadida Easy;166.22628;27.1;31.0;1.0;;166.22628;32.0;1.8066666666666669;0.0;332.45256;2.0
431610;Bollito 100% Integral Easy Pack 8 unidades;136.00086;21.5;31.0;1.0;;136.00086;32.0;1.4333333333333333;0.0;272.00172;2.0
430731;Panecito Easy;158.31932;163.0;31.0;1.0;;158.31932;32.0;10.866666666666667;0.6000000000000014;316.63864;2.0
430621;Pepito Easy;166.2776;198.1;31.0;1.0;;166.2776;32.0;13.206666666666667;7.6200000000000045;332.5552;2.0
432501;Pan Bocadillo con Salvado Easy;187.00706;6.7;31.0;1.0;;187.00706;32.0;0.44666666666666666;0.0;374.01412;2.0
430401;Mini Panecillo Easy;134.85559;39.3;31.0;1.0;;134.85559;32.0;2.6199999999999997;0.0;269.71118;2.0
430301;Panecillo Semillas Easy;127.17655;0.1;31.0;1.0;;127.17655;32.0;0.006666666666666667;0.0;254.3531;2.0
430101;Pan Bocadillo Sin Sal Añadida Easy;187.00569;;31.0;1.0;;187.00569;32.0;0.0;0.0;374.01138;2.0
425351;Payesito Mondat;192.67272;6.3;31.0;1.0;;192.67272;32.0;0.42;0.0;385.34544;2.0
423611;Alcachofa Semillada con Sésamo 4,35%;192.76761;5.0;31.0;1.0;;192.76761;32.0;0.3333333333333333;0.0;385.53522;2.0
430702;Panecito Ecológico Easy;158.42696;56.7;31.0;1.0;;158.42696;32.0;3.7800000000000002;0.0;316.85392;2.0
432821;Pan Bocadillo Easy;169.99643;46.3;31.0;1.0;;169.99643;32.0;3.0866666666666664;0.0;339.99286;2.0
432911;Panecito con Salvado Easy;158.39643;37.2;31.0;1.0;;158.39643;32.0;2.48;0.0;316.79286;2.0
433701;Bollito Easy Pack de 8 Uds;133.91913;7.1;31.0;1.0;;133.91913;32.0;0.47333333333333333;0.0;267.83826;2.0
434011;Panecito Sin Sal Añadida Easy;158.39017;22.4;31.0;1.0;;158.39017;32.0;1.4933333333333332;0.0;316.78034;2.0
434201;Viena Easy;185.45964;66.9;31.0;1.0;;185.45964;32.0;4.46;0.0;370.91928;2.0
434721;Bollito Easy;134.85559;60.5;31.0;1.0;;134.85559;32.0;4.033333333333333;0.0;269.71118;2.0
435711;Rombito Integral 100%;122.40097;4.4;31.0;1.0;;122.40097;32.0;0.29333333333333333;0.0;244.80194;2.0
436011;Rombito Rústico;133.84615;;31.0;1.0;;133.84615;32.0;0.0;0.0;267.6923;2.0
436701;Mollete Multicereal con Quinoa (3%);134.87342;0.3;31.0;1.0;;134.87342;32.0;0.02;0.0;269.74684;2.0
453211;Panecillo 100% Integral;108.80043;;31.0;1.0;;108.80043;32.0;0.0;0.0;217.60086;2.0
453221;Panecillo 100% Integral;108.80043;;31.0;1.0;;108.80043;32.0;0.0;0.0;217.60086;2.0
453233;Panecillo 100% Integral;113.63273;0.1;31.0;1.0;;113.63273;32.0;0.006666666666666667;0.0;227.26546;2.0
453243;Panecillo 100% Integral;123.95874;12.5;31.0;1.0;;123.95874;32.0;0.8333333333333334;0.0;247.91748;2.0
453251;Panecillo 100% Integral;118.69587;270.7;31.0;1.0;;118.69587;32.0;18.046666666666667;22.14;237.39174;2.0
454001;Panecillo 100% Integral;98.9047;;31.0;1.0;;98.9047;32.0;0.0;0.0;197.8094;2.0
5718619;Pulguita;160.291;403.2;31.0;1.0;;160.291;32.0;26.88;48.64;320.582;2.0
423321;Mollete;155.66037;25.2;31.0;1.0;;155.66037;32.0;1.68;0.0;311.32074;2.0
423111;Panecillo con Cereales y Semillas;155.78171;19.0;31.0;1.0;;155.78171;32.0;1.2666666666666666;0.0;311.56342;2.0
423301;Mollete Pack 4 UDS;167.3356;1.9;31.0;1.0;;167.3356;32.0;0.12666666666666665;0.0;334.6712;2.0
401881;Bollo;205.58375;40.3;31.0;1.0;;205.58375;32.0;2.6866666666666665;0.0;411.1675;2.0
244719;PANECILLO CON QUINOA (3%) 110 g;134.85314;;31.0;1.0;;134.85314;32.0;0.0;0.0;269.70628;2.0
274756;PAN PEPITO;160.28813;;31.0;1.0;;160.28813;32.0;0.0;0.0;320.57626;2.0
274757;PAN VIENA ANDALUZA INTEGRAL DE TRIGO 10%;205.7429;;31.0;1.0;;205.7429;32.0;0.0;0.0;411.4858;2.0
400121;Miniatura;196.35136;8.0;31.0;1.0;;196.35136;32.0;0.5333333333333333;0.0;392.70272;2.0
400221;Pepito;154.64788;;31.0;1.0;;154.64788;32.0;0.0;0.0;309.29576;2.0
400231;Pepito;160.18779;26.0;31.0;1.0;;160.18779;32.0;1.7333333333333334;0.0;320.37558;2.0
400233;Pepito;160.28813;;31.0;1.0;;160.28813;32.0;0.0;0.0;320.57626;2.0
401111;Bocata;224.45714;59.7;31.0;1.0;;224.45714;32.0;3.98;0.0;448.91428;2.0
401113;Bocata;224.45714;;31.0;1.0;;224.45714;32.0;0.0;0.0;448.91428;2.0
401301;Baguette Plus;160.34482;23.1;31.0;1.0;;160.34482;32.0;1.54;0.0;320.68964;2.0
401421;Barra Castellana;137.06227;;31.0;1.0;;137.06227;32.0;0.0;0.0;274.12454;2.0
401423;Barra Castellana;120.91656;;31.0;1.0;;120.91656;32.0;0.0;0.0;241.83312;2.0
401621;Media Baguette;138.09751;;31.0;1.0;;138.09751;32.0;0.0;0.0;276.19502;2.0
422002;Barra de Viena 15%  Integral  Ecológico Easy;179.99915;5.3;31.0;1.0;;179.99915;32.0;0.35333333333333333;0.0;359.9983;2.0
402011;Viena Mondat 145 gr;246.74846;119.7;31.0;1.0;;246.74846;32.0;7.98;0.0;493.49692;2.0
604301;Pepito Easy Pack 5 uds;166.21437;3.7;31.0;1.0;;166.21437;32.0;0.24666666666666667;0.0;332.42874;2.0
403321;Barra de Viena;196.69172;;31.0;1.0;;196.69172;32.0;0.0;0.0;393.38344;2.0
421802;Bollo Ecológico Easy;163.20404;;31.0;1.0;;163.20404;32.0;0.0;0.0;326.40808;2.0
421702;Barra de Viena Ecológica Easy;180.00603;6.1;31.0;1.0;;180.00603;32.0;0.4066666666666666;0.0;360.01206;2.0
411001;Chapata Mini;134.71253;;31.0;1.0;;134.71253;32.0;0.0;0.0;269.42506;2.0
407411;Bollo Rústico Semillado;130.89596;3.6;31.0;1.0;;130.89596;32.0;0.24000000000000002;0.0;261.79192;2.0
407401;Bollo Rústico Semillado;130.89849;;31.0;1.0;;130.89849;32.0;0.0;0.0;261.79698;2.0
406501;Bollo 100 % Integral;187.00422;1.3;31.0;1.0;;187.00422;32.0;0.08666666666666667;0.0;374.00844;2.0
402801;Viena;224.44444;;31.0;1.0;;224.44444;32.0;0.0;0.0;448.88888;2.0
406401;Viena con Salvado Pequeña;205.7429;34.9;31.0;1.0;;205.7429;32.0;2.3266666666666667;0.0;411.4858;2.0
406002;Panecito Integral 100% Ecológico Easy;136.80039;11.9;31.0;1.0;;136.80039;32.0;0.7933333333333333;0.0;273.60078;2.0
405621;Media Baguette con Salvado;138.09507;;31.0;1.0;;138.09507;32.0;0.0;0.0;276.19014;2.0
405121;Miniatura con Salvado;196.35943;0.8;31.0;1.0;;196.35943;32.0;0.05333333333333334;0.0;392.71886;2.0
404903;Viena 170g;186.988;;31.0;1.0;;186.988;32.0;0.0;0.0;373.976;2.0
403801;Mini Viena Andaluza;205.70099;18.8;31.0;1.0;;205.70099;32.0;1.2533333333333334;0.0;411.40198;2.0
403341;Barra de Viena;242.1118;73.9;31.0;1.0;;242.1118;32.0;4.926666666666667;0.0;484.2236;2.0
406301;Viena Mondat con Salvado 145 gr;224.3976;49.0;31.0;1.0;;224.3976;32.0;3.2666666666666666;0.0;448.7952;2.0
438801;Panecillo con Semillas;138.83391;6.2;0.0;0.0;196.0;138.83391;196.0;0.41333333333333333;0.0;277.66782;2.0
453241;Panecillo 100% Integral;113.63273;9.4;0.0;0.0;196.0;113.63273;196.0;0.6266666666666667;0.0;227.26546;2.0
434111;Panecito con Salvado Sin Sal Añadida Easy;158.40635;9.3;0.0;0.0;392.0;158.40635;392.0;0.62;0.0;316.8127;2.0
5720811;Baguetina Cereales;107.09612;418.1;0.0;0.0;728.0;107.09612;728.0;27.873333333333335;0.0;214.19224;2.0
5718540;Panecillo con  Semillas;138.85714;500.3;0.0;0.0;1512.0;138.85714;1512.0;33.35333333333333;0.0;277.71428;2.0
